op1,op2,op3,sensor1,sensor2,sensor3,sensor4,sensor7,sensor8,sensor9,sensor11,sensor12,sensor13,sensor14,sensor15,sensor16,sensor17,sensor18,sensor19,sensor20,sensor21,label
-0.0003;0.0;100.0;518.67;642.27;1582.42;1397.06;554.61;2388.04;9069.94;47.23;522.48;2388.0;8150.8;8.373;0.03;392.0;2388.0;100.0;38.87;234.902;0
0.0021;-0.0002;100.0;518.67;642.26;1580.58;1395.61;554.0;2388.0;9068.57;47.32;521.72;2387.99;8148.98;84.264;0.03;391.0;2388.0;100.0;39.07;234.421;0
0.0036;-0.0005;100.0;518.67;642.53;1586.86;1396.38;554.85;2387.95;9071.36;47.34;521.88;2388.03;8152.8;84.094;0.03;392.0;2388.0;100.0;38.89;233.565;0
0.0023;0.0004;100.0;518.67;642.09;1582.29;1400.99;554.61;2387.99;9064.69;47.28;522.43;2388.0;8151.03;84.175;0.03;393.0;2388.0;100.0;39.0;236.127;0
0.0008;-0.0;100.0;518.67;642.03;1583.63;1399.25;554.6;2388.05;9071.25;47.26;522.21;2388.02;8147.7;83.943;0.03;392.0;2388.0;100.0;39.09;233.312;0
0.001;-0.0001;100.0;518.67;642.11;1587.75;1397.72;554.14;2388.02;9065.61;47.35;522.1;2388.05;8151.29;83.928;0.03;393.0;2388.0;100.0;38.99;233.664;0
0.0005;0.0004;100.0;518.67;642.82;1585.92;1400.62;553.87;2387.99;9074.27;47.29;522.09;2388.02;8143.68;83.933;0.03;392.0;2388.0;100.0;38.94;233.275;0
-0.0007;0.0004;100.0;518.67;641.87;1582.53;1401.81;554.91;2387.99;9070.32;47.36;521.9;2388.01;8150.23;83.913;0.03;391.0;2388.0;100.0;39.03;233.745;0
-0.0029;0.0003;100.0;518.67;642.14;1581.03;1398.39;555.39;2388.03;9062.02;47.26;522.01;2388.02;8148.22;83.979;0.03;393.0;2388.0;100.0;39.05;234.597;0
-0.0;-0.0001;100.0;518.67;642.05;1583.57;1397.95;554.14;2387.99;9073.43;47.29;522.02;2388.08;8150.16;84.041;0.03;391.0;2388.0;100.0;39.04;234.947;0
0.0037;-0.0004;100.0;518.67;642.46;1586.98;1400.41;555.1;2388.04;9071.01;47.43;522.26;2388.0;8145.33;84.075;0.03;391.0;2388.0;100.0;39.11;233.766;0
-0.0017;0.0;100.0;518.67;642.47;1586.89;1399.49;553.78;2388.03;9062.57;47.14;522.59;2388.03;8146.31;83.916;0.03;392.0;2388.0;100.0;38.95;233.416;0
0.0039;-0.0001;100.0;518.67;641.87;1586.57;1392.66;553.6;2388.05;9075.58;47.17;522.47;2388.06;8142.34;83.763;0.03;390.0;2388.0;100.0;39.22;233.104;0
0.0045;0.0002;100.0;518.67;642.34;1585.13;1398.5;554.48;2388.03;9060.72;47.33;522.1;2388.04;8149.03;84.153;0.03;393.0;2388.0;100.0;38.97;234.192;0
-0.0008;-0.0001;100.0;518.67;642.22;1588.82;1397.23;554.51;2388.1;9063.16;47.41;522.05;2388.07;8146.34;84.145;0.03;391.0;2388.0;100.0;39.05;23.423;0
0.0012;0.0003;100.0;518.67;641.61;1585.55;1400.22;553.99;2388.02;9062.78;47.12;522.51;2388.0;8148.92;84.086;0.03;390.0;2388.0;100.0;39.07;234.179;0
0.0026;-0.0001;100.0;518.67;642.27;1582.88;1400.56;555.07;2387.96;9059.52;47.5;521.91;2388.02;8147.44;84.537;0.03;391.0;2388.0;100.0;39.11;234.018;0
0.0;-0.0005;100.0;518.67;642.64;1586.07;1402.21;554.02;2388.03;9068.32;47.45;522.39;2388.06;8146.76;83.947;0.03;391.0;2388.0;100.0;38.87;232.809;0
-0.0002;-0.0002;100.0;518.67;642.35;1588.38;1407.4;554.16;2387.98;9064.61;47.16;522.86;2388.03;8152.7;84.503;0.03;393.0;2388.0;100.0;38.78;234.011;0
-0.0029;-0.0005;100.0;518.67;642.01;1587.3;1403.85;554.71;2387.99;9065.44;47.13;522.48;2388.02;8153.64;83.982;0.03;391.0;2388.0;100.0;39.17;233.627;0
0.0021;0.0005;100.0;518.67;641.9;1582.93;1407.01;554.11;2387.96;9063.75;47.11;522.28;2388.02;8146.85;83.955;0.03;392.0;2388.0;100.0;38.92;23.247;0
-0.0005;0.0003;100.0;518.67;642.17;1583.88;1407.53;554.4;2388.02;9066.35;47.24;522.16;2388.01;8141.77;83.993;0.03;393.0;2388.0;100.0;39.02;233.287;0
-0.0036;-0.0003;100.0;518.67;641.95;1588.72;1402.76;554.18;2388.0;9062.5;47.28;522.37;2388.03;8145.59;84.574;0.03;391.0;2388.0;100.0;39.07;233.382;0
-0.005;0.0001;100.0;518.67;642.54;1587.39;1402.16;553.51;2387.99;9071.97;47.25;522.32;2388.04;8147.23;84.188;0.03;392.0;2388.0;100.0;39.14;234.397;0
-0.0013;-0.0004;100.0;518.67;642.5;1580.64;1399.05;554.29;2388.03;9073.66;47.36;522.64;2387.95;8155.26;84.044;0.03;392.0;2388.0;100.0;38.98;232.539;0
0.0005;-0.0002;100.0;518.67;642.29;1582.46;1392.49;554.5;2387.96;9063.61;47.28;522.26;2387.98;8151.16;83.982;0.03;392.0;2388.0;100.0;39.2;234.601;0
0.0008;-0.0;100.0;518.67;642.08;1583.63;1402.58;554.4;2387.97;9065.73;47.46;522.45;2388.07;8145.45;83.823;0.03;392.0;2388.0;100.0;39.0;232.312;0
-0.0025;-0.0001;100.0;518.67;642.19;1581.05;1394.85;554.16;2388.02;9064.1;47.33;521.73;2388.07;8141.46;84.179;0.03;393.0;2388.0;100.0;39.06;234.209;0
0.0003;0.0003;100.0;518.67;642.15;1584.41;1399.83;554.56;2388.04;9067.97;47.25;522.07;2388.05;8147.15;84.303;0.03;391.0;2388.0;100.0;39.01;233.702;0
-0.0006;-0.0001;100.0;518.67;642.48;1584.48;1399.0;554.59;2388.01;9058.88;47.37;522.01;2388.01;8149.02;83.729;0.03;391.0;2388.0;100.0;38.97;234.094;0
0.0035;0.0;100.0;518.67;642.3;1585.36;1399.18;554.04;2388.05;9065.14;47.26;522.36;2388.01;8147.0;83.962;0.03;392.0;2388.0;100.0;39.04;234.633;0
0.0024;-0.0005;100.0;518.67;642.58;1584.78;1403.19;554.16;2388.01;9073.65;47.18;522.24;2388.06;8145.76;84.097;0.03;392.0;2388.0;100.0;38.92;234.262;0
-0.0012;0.0002;100.0;518.67;642.6;1582.61;1394.51;553.78;2388.0;9063.49;47.23;522.22;2387.99;8148.73;84.155;0.03;392.0;2388.0;100.0;38.9;23.398;0
0.0002;0.0003;100.0;518.67;642.42;1586.97;1403.97;553.97;2388.01;9069.46;47.36;522.91;2388.01;8150.95;83.752;0.03;391.0;2388.0;100.0;39.02;232.856;0
0.0012;-0.0003;100.0;518.67;642.18;1591.04;1394.96;553.98;2387.99;9075.7;47.35;521.75;2388.01;8154.62;83.753;0.03;392.0;2388.0;100.0;39.18;233.421;0
-0.0033;0.0003;100.0;518.67;642.01;1591.54;1396.7;554.64;2388.0;9068.47;47.05;522.11;2388.02;8149.01;83.909;0.03;390.0;2388.0;100.0;38.85;234.245;0
-0.0032;0.0004;100.0;518.67;642.12;1587.96;1394.48;554.26;2388.01;9060.24;47.31;522.53;2388.03;8151.48;84.488;0.03;393.0;2388.0;100.0;38.96;233.425;0
0.0005;-0.0002;100.0;518.67;642.3;1581.61;1400.18;554.21;2388.06;9063.75;47.25;521.95;2387.99;8147.63;84.141;0.03;394.0;2388.0;100.0;38.9;233.654;0
-0.0006;0.0003;100.0;518.67;642.85;1584.95;1405.43;554.6;2387.99;9069.04;47.25;521.94;2388.07;8148.05;84.308;0.03;392.0;2388.0;100.0;39.21;233.512;0
-0.0026;-0.0001;100.0;518.67;642.52;1589.34;1403.83;553.4;2388.0;9074.0;47.04;522.59;2388.06;8144.04;83.958;0.03;391.0;2388.0;100.0;38.99;233.333;0
-0.0041;0.0004;100.0;518.67;642.32;1588.13;1394.85;554.66;2388.04;9068.97;47.33;522.44;2388.06;8148.08;83.786;0.03;391.0;2388.0;100.0;39.06;233.534;0
-0.0008;0.0003;100.0;518.67;641.89;1590.64;1398.48;553.87;2388.03;9066.21;47.33;521.81;2388.05;8149.15;84.166;0.03;391.0;2388.0;100.0;38.97;233.787;0
-0.0012;0.0002;100.0;518.67;642.71;1587.24;1401.37;554.17;2387.99;9069.1;47.2;521.61;2388.03;8155.19;84.197;0.03;393.0;2388.0;100.0;38.88;233.449;0
-0.0002;-0.0001;100.0;518.67;641.91;1585.57;1399.46;554.17;2388.04;9068.96;47.32;522.46;2388.01;8147.86;83.808;0.03;390.0;2388.0;100.0;38.89;234.847;0
0.0024;-0.0001;100.0;518.67;642.17;1587.31;1392.92;554.13;2388.01;9067.32;47.33;522.2;2388.03;8144.5;84.147;0.03;391.0;2388.0;100.0;38.88;23.417;0
0.0002;-0.0002;100.0;518.67;642.27;1583.16;1400.73;554.57;2387.96;9063.74;47.26;522.32;2388.0;8149.32;84.266;0.03;392.0;2388.0;100.0;38.88;234.421;0
0.0018;0.0;100.0;518.67;642.4;1583.27;1398.62;554.91;2388.04;9072.71;47.23;521.68;2388.01;8148.91;84.164;0.03;393.0;2388.0;100.0;39.08;232.303;0
0.0031;0.0003;100.0;518.67;642.05;1589.38;1392.05;554.4;2387.99;9065.4;47.37;522.17;2388.01;8147.35;84.303;0.03;391.0;2388.0;100.0;38.83;234.014;0
0.0007;-0.0002;100.0;518.67;641.83;1582.04;1402.1;554.08;2387.97;9062.04;47.28;522.38;2388.03;8151.49;83.988;0.03;392.0;2388.0;100.0;38.94;233.685;0
0.0014;-0.0;100.0;518.67;642.43;1583.19;1403.48;554.81;2388.01;9071.95;47.38;521.77;2388.04;8148.83;84.105;0.03;392.0;2388.0;100.0;38.93;233.172;0
-0.0021;-0.0005;100.0;518.67;642.17;1581.51;1403.39;554.68;2388.04;9067.62;47.26;522.69;2388.04;8151.34;8.483;0.03;394.0;2388.0;100.0;38.91;233.415;0
-0.0016;0.0004;100.0;518.67;642.29;1586.34;1395.94;553.84;2388.0;9063.37;47.23;521.92;2388.04;8152.34;83.829;0.03;393.0;2388.0;100.0;39.1;233.457;0
0.0027;-0.0003;100.0;518.67;641.84;1580.42;1397.99;554.52;2387.98;9062.15;47.22;522.56;2388.03;8150.07;84.495;0.03;390.0;2388.0;100.0;39.09;233.923;0
-0.0013;-0.0002;100.0;518.67;642.01;1588.84;1400.81;554.02;2388.0;9066.53;47.3;521.53;2388.04;8149.22;84.189;0.03;391.0;2388.0;100.0;39.07;234.126;0
-0.003;-0.0;100.0;518.67;642.43;1587.83;1393.48;554.4;2388.02;9066.76;47.25;521.68;2388.03;8150.71;84.158;0.03;391.0;2388.0;100.0;39.0;233.713;0
-0.0001;-0.0003;100.0;518.67;641.91;1577.88;1402.46;553.76;2388.04;9062.36;47.35;521.93;2388.04;8147.99;84.146;0.03;391.0;2388.0;100.0;38.89;233.815;0
-0.0002;-0.0003;100.0;518.67;642.23;1583.35;1399.97;554.06;2388.01;9066.78;47.35;522.77;2388.01;8147.7;83.747;0.03;392.0;2388.0;100.0;38.85;233.342;0
-0.0024;0.0004;100.0;518.67;642.51;1578.82;1403.45;553.83;2388.03;9062.4;47.17;521.92;2388.06;8149.39;84.047;0.03;391.0;2388.0;100.0;39.15;233.515;0
-0.0021;-0.0005;100.0;518.67;642.74;1592.33;1400.23;554.14;2388.03;9067.78;47.32;522.21;2388.05;8145.31;83.983;0.03;390.0;2388.0;100.0;38.9;234.224;0
-0.0009;-0.0003;100.0;518.67;642.15;1586.66;1398.84;554.59;2387.99;9063.03;47.36;521.88;2388.05;8145.32;8.408;0.03;392.0;2388.0;100.0;39.12;234.309;0
0.0005;-0.0003;100.0;518.67;642.2;1585.56;1401.47;554.09;2387.99;9060.22;47.25;521.83;2388.0;8147.28;8.388;0.03;392.0;2388.0;100.0;38.99;23.387;0
-0.0016;0.0003;100.0;518.67;642.28;1580.55;1402.3;554.33;2388.03;9067.99;47.3;522.1;2388.04;8151.97;84.267;0.03;392.0;2388.0;100.0;38.91;233.531;0
-0.0023;-0.0002;100.0;518.67;642.17;1587.07;1404.48;554.29;2388.08;9060.12;47.38;522.31;2388.05;8146.81;84.276;0.03;391.0;2388.0;100.0;38.91;233.862;0
-0.0014;-0.0003;100.0;518.67;642.11;1594.45;1407.83;553.96;2388.04;9066.17;47.23;521.82;2387.98;8153.29;8.387;0.03;393.0;2388.0;100.0;38.99;234.718;0
-0.0055;-0.0004;100.0;518.67;642.68;1590.8;1405.79;554.38;2388.02;9060.17;47.25;521.83;2388.01;8146.13;84.128;0.03;392.0;2388.0;100.0;38.97;23.37;0
0.0015;0.0001;100.0;518.67;642.27;1584.79;1396.19;554.54;2388.01;9064.31;47.27;522.06;2388.02;8142.89;84.077;0.03;394.0;2388.0;100.0;39.06;233.881;0
-0.0009;-0.0003;100.0;518.67;642.38;1589.48;1395.51;554.17;2388.03;9068.99;47.33;522.28;2388.03;8145.89;84.356;0.03;391.0;2388.0;100.0;39.05;235.184;0
-0.0006;-0.0005;100.0;518.67;642.81;1579.42;1399.49;554.42;2388.07;9067.91;47.2;521.92;2388.0;8148.18;8.428;0.03;394.0;2388.0;100.0;38.93;234.807;0
0.0007;-0.0003;100.0;518.67;642.38;1590.39;1402.47;554.2;2388.02;9065.42;47.3;522.14;2388.06;8146.59;84.525;0.03;391.0;2388.0;100.0;38.92;232.985;0
0.0012;-0.0004;100.0;518.67;642.05;1583.81;1398.05;554.93;2387.99;9073.12;47.32;522.22;2387.98;8148.35;83.951;0.03;392.0;2388.0;100.0;39.05;234.374;0
0.0035;-0.0001;100.0;518.67;641.84;1583.26;1401.6;553.89;2388.02;9067.15;47.28;521.92;2388.07;8147.73;84.111;0.03;392.0;2388.0;100.0;39.1;233.593;0
-0.0035;-0.0001;100.0;518.67;641.42;1588.58;1400.94;554.28;2388.04;9063.49;47.41;521.82;2388.05;8147.81;84.054;0.03;392.0;2388.0;100.0;38.99;234.375;0
0.0025;0.0003;100.0;518.67;642.23;1584.8;1403.23;554.22;2387.99;9067.33;47.35;521.28;2388.02;8143.55;83.945;0.03;392.0;2388.0;100.0;38.81;233.916;0
-0.0039;-0.0003;100.0;518.67;642.8;1592.27;1399.1;554.23;2388.07;9070.27;47.28;521.88;2388.0;8150.29;83.924;0.03;391.0;2388.0;100.0;38.9;234.512;0
-0.0004;-0.0003;100.0;518.67;642.59;1586.49;1401.22;554.12;2387.98;9073.42;47.25;521.59;2388.05;8148.01;8.382;0.03;393.0;2388.0;100.0;38.75;234.249;0
0.0015;0.0004;100.0;518.67;642.55;1584.95;1400.86;554.49;2387.98;9068.18;47.43;522.15;2388.06;8151.42;Aug 42;0.03;393.0;2388.0;100.0;39.15;232.892;0
-0.0032;-0.0003;100.0;518.67;642.53;1589.79;1399.14;553.22;2388.02;9070.21;47.48;521.84;2387.99;8146.2;84.277;0.03;392.0;2388.0;100.0;39.0;234.094;0
0.0003;-0.0003;100.0;518.67;642.76;1586.91;1397.73;554.07;2388.04;9066.55;47.38;521.71;2388.06;8148.73;84.235;0.03;391.0;2388.0;100.0;38.75;233.618;0
-0.0069;-0.0005;100.0;518.67;642.02;1590.09;1401.12;553.81;2388.02;9064.65;47.17;522.5;2388.0;8145.82;83.973;0.03;393.0;2388.0;100.0;39.1;233.816;0
-0.0022;0.0004;100.0;518.67;642.01;1582.05;1405.21;553.9;2388.03;9067.49;47.3;521.98;2388.03;8151.42;8.419;0.03;391.0;2388.0;100.0;38.86;233.279;0
0.002;0.0003;100.0;518.67;642.39;1586.33;1405.19;554.41;2388.02;9069.47;47.36;522.19;2388.07;8147.37;83.813;0.03;392.0;2388.0;100.0;38.68;234.168;0
-0.0002;0.0003;100.0;518.67;642.33;1585.37;1405.93;553.69;2388.04;9067.9;47.19;521.77;2388.05;8151.44;84.485;0.03;395.0;2388.0;100.0;38.98;234.394;0
-0.0002;0.0005;100.0;518.67;642.49;1585.81;1404.96;553.8;2388.06;9068.11;47.3;521.63;2388.02;8151.19;83.956;0.03;393.0;2388.0;100.0;39.05;233.515;0
0.0001;0.0004;100.0;518.67;642.63;1581.33;1402.94;554.46;2388.04;9074.25;47.44;521.86;2388.01;8149.86;84.115;0.03;393.0;2388.0;100.0;38.83;234.071;0
-0.0031;0.0004;100.0;518.67;642.73;1586.98;1396.77;553.74;2387.99;9071.72;47.43;521.72;2388.05;8148.08;84.211;0.03;392.0;2388.0;100.0;39.08;233.967;0
-0.0014;0.0001;100.0;518.67;642.07;1591.48;1401.58;554.48;2388.0;9072.04;47.16;521.55;2387.93;8151.47;84.489;0.03;393.0;2388.0;100.0;38.66;233.231;0
-0.0019;-0.0;100.0;518.67;642.19;1591.44;1400.62;553.46;2388.06;9071.77;47.5;521.8;2388.01;8147.76;84.012;0.03;392.0;2388.0;100.0;38.88;23.304;0
-0.0013;-0.0;100.0;518.67;642.35;1590.1;1406.86;554.11;2388.08;9075.83;47.4;521.45;2388.03;8147.85;8.432;0.03;391.0;2388.0;100.0;38.99;233.322;0
0.0026;-0.0004;100.0;518.67;642.1;1588.77;1403.31;554.45;2388.03;9064.84;47.31;522.16;2388.04;8146.16;84.316;0.03;392.0;2388.0;100.0;38.9;233.227;0
-0.0002;-0.0004;100.0;518.67;642.28;1583.81;1400.99;553.7;2388.07;9072.58;47.29;521.61;2388.06;8153.3;84.444;0.03;391.0;2388.0;100.0;38.93;233.133;0
-0.0006;-0.0001;100.0;518.67;642.75;1592.79;1398.52;553.83;2388.08;9069.68;47.27;522.07;2388.04;8144.99;84.465;0.03;392.0;2388.0;100.0;38.86;232.917;0
0.0061;-0.0;100.0;518.67;642.49;1583.97;1400.48;554.23;2388.03;9068.02;47.37;522.04;2388.06;8150.51;84.575;0.03;392.0;2388.0;100.0;39.11;231.472;0
-0.0012;-0.0003;100.0;518.67;642.82;1584.23;1406.64;553.83;2388.05;9074.74;47.38;521.96;2388.03;8145.29;8.423;0.03;390.0;2388.0;100.0;38.94;233.085;0
0.0011;0.0002;100.0;518.67;642.49;1594.28;1410.67;553.79;2388.05;9072.34;47.39;521.37;2388.07;8148.43;84.438;0.03;394.0;2388.0;100.0;38.78;234.416;0
-0.0047;0.0002;100.0;518.67;642.98;1591.75;1404.21;553.7;2388.05;9068.18;47.14;521.9;2388.0;8141.2;84.132;0.03;395.0;2388.0;100.0;38.92;232.991;0
-0.0001;0.0001;100.0;518.67;642.15;1586.21;1406.94;553.9;2388.08;9071.68;47.19;521.71;2388.02;8151.61;8.372;0.03;392.0;2388.0;100.0;38.82;234.789;0
0.0024;0.0002;100.0;518.67;642.2;1587.07;1401.68;554.04;2388.09;9075.13;47.36;521.95;2387.95;8146.47;83.805;0.03;393.0;2388.0;100.0;38.81;233.747;0
0.0024;-0.0004;100.0;518.67;642.83;1593.85;1397.22;553.67;2388.11;9076.48;47.47;522.02;2388.06;8151.48;84.278;0.03;393.0;2388.0;100.0;38.86;233.845;0
0.002;-0.0004;100.0;518.67;642.04;1587.1;1405.48;554.19;2388.07;9073.87;47.38;522.16;2388.04;8150.7;84.227;0.03;392.0;2388.0;100.0;38.87;233.098;0
0.0022;0.0003;100.0;518.67;642.31;1585.1;1401.9;553.53;2388.05;9073.61;47.44;521.62;2388.02;8143.82;84.478;0.03;393.0;2388.0;100.0;38.69;232.988;0
0.0039;-0.0005;100.0;518.67;642.68;1591.46;1406.02;553.65;2388.02;9069.72;47.38;521.73;2388.06;8143.5;84.119;0.03;392.0;2388.0;100.0;38.86;233.712;0
-0.0005;0.0001;100.0;518.67;642.43;1597.52;1405.94;553.56;2388.02;9064.98;47.48;521.76;2388.09;8142.83;84.409;0.03;393.0;2388.0;100.0;38.78;234.069;0
0.0023;-0.0;100.0;518.67;642.66;1584.18;1405.62;553.63;2388.08;9071.32;47.38;521.71;2388.06;8145.62;84.311;0.03;391.0;2388.0;100.0;38.77;233.192;0
-0.0003;-0.0002;100.0;518.67;642.85;1591.46;1408.09;553.73;2388.08;9073.4;47.28;521.65;2388.09;8155.88;84.364;0.03;393.0;2388.0;100.0;38.84;233.747;0
-0.0013;0.0001;100.0;518.67;641.94;1587.18;1407.15;552.75;2388.08;9067.61;47.38;522.28;2388.02;8151.09;84.523;0.03;393.0;2388.0;100.0;38.91;234.133;0
0.0031;-0.0003;100.0;518.67;641.94;1585.36;1402.34;553.89;2388.09;9067.49;47.41;522.16;2388.0;8146.64;84.407;0.03;394.0;2388.0;100.0;38.86;233.435;0
-0.0009;0.0001;100.0;518.67;642.48;1591.23;1413.13;553.64;2388.1;9067.47;47.57;522.26;2388.08;8151.37;8.402;0.03;392.0;2388.0;100.0;38.86;233.541;0
-0.0017;0.0003;100.0;518.67;642.63;1594.59;1406.74;553.65;2388.03;9071.86;47.38;522.11;2388.07;8146.72;83.999;0.03;391.0;2388.0;100.0;39.06;233.487;0
0.0006;0.0004;100.0;518.67;642.58;1583.42;1402.32;553.88;2388.05;9065.04;47.52;521.35;2388.08;8154.56;84.454;0.03;392.0;2388.0;100.0;38.73;233.766;0
-0.0;-0.0003;100.0;518.67;642.36;1592.21;1408.27;553.45;2388.01;9071.8;47.55;522.0;2388.05;8151.11;84.135;0.03;393.0;2388.0;100.0;38.99;233.074;0
-0.0033;-0.0001;100.0;518.67;642.6;1591.42;1408.59;553.49;2388.02;9070.93;47.38;522.13;2388.02;8148.99;84.559;0.03;392.0;2388.0;100.0;38.8;234.512;0
0.0001;0.0004;100.0;518.67;642.64;1586.8;1409.88;554.28;2388.07;9069.94;47.48;521.55;2388.07;8150.08;83.986;0.03;392.0;2388.0;100.0;38.78;23.381;0
-0.0023;0.0001;100.0;518.67;642.14;1588.91;1410.91;553.69;2388.01;9071.48;47.48;521.72;2388.1;8142.84;8.431;0.03;392.0;2388.0;100.0;38.68;233.088;0
0.0002;-0.0001;100.0;518.67;642.18;1591.13;1403.0;554.15;2388.05;9079.02;47.63;521.62;2388.11;8148.77;84.383;0.03;393.0;2388.0;100.0;38.88;232.717;0
0.0006;0.0;100.0;518.67;642.33;1593.12;1397.27;553.16;2388.07;9062.71;47.36;521.69;2388.02;8152.33;83.974;0.03;393.0;2388.0;100.0;38.81;234.212;0
-0.0011;0.0005;100.0;518.67;642.19;1586.54;1409.86;554.31;2388.09;9072.51;47.26;521.59;2388.04;8158.41;84.228;0.03;395.0;2388.0;100.0;38.85;233.849;0
-0.0007;0.0002;100.0;518.67;642.27;1588.56;1403.65;554.18;2388.06;9065.63;47.56;521.32;2388.12;8152.09;84.074;0.03;393.0;2388.0;100.0;38.96;233.071;0
-0.0013;0.0004;100.0;518.67;642.06;1602.52;1400.5;554.61;2388.07;9070.08;47.46;521.5;2388.09;8145.1;84.487;0.03;392.0;2388.0;100.0;38.89;233.902;0
0.0011;-0.0001;100.0;518.67;642.64;1591.2;1410.31;553.76;2388.05;9078.99;47.44;521.86;2388.09;8146.69;83.967;0.03;392.0;2388.0;100.0;38.96;233.754;0
-0.005;0.0002;100.0;518.67;642.76;1591.77;1410.38;553.1;2388.05;9070.73;47.44;522.07;2388.05;8151.1;84.538;0.03;393.0;2388.0;100.0;38.79;232.514;0
-0.0034;-0.0001;100.0;518.67;642.4;1585.51;1408.95;553.76;2388.08;9070.1;47.59;521.47;2388.06;8148.12;8.427;0.03;393.0;2388.0;100.0;38.87;233.021;0
0.0001;0.0003;100.0;518.67;642.84;1588.67;1404.06;553.35;2388.06;9070.15;47.4;522.09;2388.01;8149.41;84.359;0.03;391.0;2388.0;100.0;38.85;233.114;0
-0.0002;0.0003;100.0;518.67;642.63;1586.74;1410.69;553.82;2388.11;9062.7;47.34;521.56;2388.05;8148.35;84.614;0.03;392.0;2388.0;100.0;38.54;233.462;0
0.0009;-0.0003;100.0;518.67;642.81;1583.34;1410.54;554.03;2388.07;9065.53;47.38;521.09;2388.06;8154.09;84.038;0.03;393.0;2388.0;100.0;38.68;233.752;0
0.0017;-0.0002;100.0;518.67;642.35;1592.87;1402.96;553.88;2388.05;9067.47;47.51;521.75;2388.06;8147.76;84.593;0.03;393.0;2388.0;100.0;38.68;233.006;0
0.0013;-0.0002;100.0;518.67;642.81;1597.69;1400.09;553.6;2388.06;9064.41;47.53;521.32;2388.08;8149.32;84.589;0.03;394.0;2388.0;100.0;38.88;233.898;0
0.0012;0.0003;100.0;518.67;642.78;1590.57;1402.02;553.45;2388.08;9076.73;47.37;521.28;2388.04;8150.99;84.647;0.03;392.0;2388.0;100.0;38.81;232.868;0
0.0037;0.0001;100.0;518.67;642.5;1589.77;1406.53;553.54;2388.03;9073.1;47.49;521.41;2388.03;8153.29;84.585;0.03;392.0;2388.0;100.0;38.96;232.792;0
0.0014;0.0004;100.0;518.67;642.73;1597.1;1402.16;553.55;2388.07;9072.61;47.47;521.35;2388.04;8148.71;84.353;0.03;394.0;2388.0;100.0;38.86;232.777;0
-0.0006;0.0002;100.0;518.67;642.52;1591.02;1403.9;553.42;2388.1;9067.26;47.65;522.07;2388.11;8152.08;84.276;0.03;394.0;2388.0;100.0;38.81;232.337;0
0.001;0.0002;100.0;518.67;642.83;1592.46;1407.67;552.93;2388.11;9080.43;47.6;521.6;2388.12;8150.85;84.567;0.03;394.0;2388.0;100.0;38.79;232.751;0
0.002;0.0005;100.0;518.67;642.76;1587.59;1401.34;553.28;2388.11;9071.05;47.65;521.64;2388.01;8148.34;8.459;0.03;394.0;2388.0;100.0;38.86;232.314;0
0.0009;-0.0002;100.0;518.67;642.37;1587.97;1404.97;553.28;2388.1;9077.45;47.65;521.34;2388.04;8149.82;84.408;0.03;392.0;2388.0;100.0;38.66;232.344;0
-0.0017;-0.0005;100.0;518.67;642.82;1586.14;1411.12;553.03;2388.07;9067.42;47.54;521.19;2388.09;8147.81;84.734;0.03;394.0;2388.0;100.0;38.85;233.948;0
-0.0007;-0.0003;100.0;518.67;642.94;1593.56;1413.54;552.82;2388.14;9079.32;47.59;521.52;2388.1;8148.55;84.509;0.03;393.0;2388.0;100.0;38.73;232.686;0
0.0001;-0.0002;100.0;518.67;642.73;1594.24;1409.65;552.85;2388.07;9076.1;47.64;521.95;2388.1;8147.34;84.291;0.03;393.0;2388.0;100.0;38.65;232.198;0
-0.0019;0.0003;100.0;518.67;642.16;1593.88;1409.17;552.75;2388.09;9077.57;47.38;521.53;2388.11;8154.32;84.168;0.03;393.0;2388.0;100.0;38.75;233.339;0
-0.005;0.0001;100.0;518.67;642.43;1588.93;1409.27;553.26;2388.14;9071.84;47.73;521.22;2388.14;8146.45;84.513;0.03;393.0;2388.0;100.0;38.84;232.356;0
-0.0007;0.0004;100.0;518.67;642.41;1592.43;1406.67;553.46;2388.14;9079.43;47.66;521.63;2388.16;8151.09;84.334;0.03;393.0;2388.0;100.0;39.04;232.052;0
-0.0017;-0.0;100.0;518.67;642.58;1600.6;1414.47;552.42;2388.1;9072.7;47.64;521.41;2388.15;8149.46;84.301;0.03;395.0;2388.0;100.0;38.88;233.913;0
-0.0012;0.0001;100.0;518.67;642.39;1591.41;1413.63;553.35;2388.09;9071.99;47.67;521.44;2388.07;8150.02;84.888;0.03;394.0;2388.0;100.0;38.74;232.573;0
-0.0038;0.0004;100.0;518.67;643.05;1592.85;1411.9;553.14;2388.14;9075.24;47.67;521.27;2388.13;8152.22;84.718;0.03;392.0;2388.0;100.0;38.71;23.221;0
-0.0007;0.0002;100.0;518.67;642.9;1591.72;1406.77;553.38;2388.04;9066.38;47.54;521.68;2388.14;8150.1;84.557;0.03;392.0;2388.0;100.0;38.92;233.031;0
-0.0012;-0.0004;100.0;518.67;643.22;1587.33;1406.18;553.77;2388.11;9074.88;47.49;521.2;2388.12;8152.06;84.418;0.03;393.0;2388.0;100.0;38.55;232.907;0
